Unnamed: 0,user_name,raw_timestamp_part_1,raw_timestamp_part_2,cvtd_timestamp,new_window,num_window,roll_belt,pitch_belt,yaw_belt,total_accel_belt,kurtosis_roll_belt,kurtosis_picth_belt,kurtosis_yaw_belt,skewness_roll_belt,skewness_roll_belt.1,skewness_yaw_belt,max_roll_belt,max_picth_belt,max_yaw_belt,min_roll_belt,min_pitch_belt,min_yaw_belt,amplitude_roll_belt,amplitude_pitch_belt,amplitude_yaw_belt,var_total_accel_belt,avg_roll_belt,stddev_roll_belt,var_roll_belt,avg_pitch_belt,stddev_pitch_belt,var_pitch_belt,avg_yaw_belt,stddev_yaw_belt,var_yaw_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,var_accel_arm,avg_roll_arm,stddev_roll_arm,var_roll_arm,avg_pitch_arm,stddev_pitch_arm,var_pitch_arm,avg_yaw_arm,stddev_yaw_arm,var_yaw_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,kurtosis_roll_arm,kurtosis_picth_arm,kurtosis_yaw_arm,skewness_roll_arm,skewness_pitch_arm,skewness_yaw_arm,max_roll_arm,max_picth_arm,max_yaw_arm,min_roll_arm,min_pitch_arm,min_yaw_arm,amplitude_roll_arm,amplitude_pitch_arm,amplitude_yaw_arm,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,kurtosis_roll_dumbbell,kurtosis_picth_dumbbell,kurtosis_yaw_dumbbell,skewness_roll_dumbbell,skewness_pitch_dumbbell,skewness_yaw_dumbbell,max_roll_dumbbell,max_picth_dumbbell,max_yaw_dumbbell,min_roll_dumbbell,min_pitch_dumbbell,min_yaw_dumbbell,amplitude_roll_dumbbell,amplitude_pitch_dumbbell,amplitude_yaw_dumbbell,total_accel_dumbbell,var_accel_dumbbell,avg_roll_dumbbell,stddev_roll_dumbbell,var_roll_dumbbell,avg_pitch_dumbbell,stddev_pitch_dumbbell,var_pitch_dumbbell,avg_yaw_dumbbell,stddev_yaw_dumbbell,var_yaw_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,kurtosis_roll_forearm,kurtosis_picth_forearm,kurtosis_yaw_forearm,skewness_roll_forearm,skewness_pitch_forearm,skewness_yaw_forearm,max_roll_forearm,max_picth_forearm,max_yaw_forearm,min_roll_forearm,min_pitch_forearm,min_yaw_forearm,amplitude_roll_forearm,amplitude_pitch_forearm,amplitude_yaw_forearm,total_accel_forearm,var_accel_forearm,avg_roll_forearm,stddev_roll_forearm,var_roll_forearm,avg_pitch_forearm,stddev_pitch_forearm,var_pitch_forearm,avg_yaw_forearm,stddev_yaw_forearm,var_yaw_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z,class
18011,javier,1322673145,458688,30/11/2011 17:12,no,500,0.67,4.52,-87.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.08,0.18,7,-3,26,48,636,-301,0.0,0.0,0.0,13,,,,,,,,,,,-0.03,0.0,0.0,2,127,-28,470,161,474,,,,,,,,,,,,,,,,54.84933587,-52.48553342,-76.24408569,,,,,,,,,,,,,,,,30,,,,,,,,,,,0.39,0.11,-0.39,-148,154,-204,-540,301,59.0,132.0,-2.14,92.6,,,,,,,,,,,,,,,,47,,,,,,,,,,,0.35,-1.36,-0.31,134,425,-108,-116,742.0,726.0,E
16561,carlos,1323084348,776319,05/12/2011 11:25,no,39,-0.24,5.32,-91.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,-0.03,-0.57,-16,-4,2,21,576,-375,129.0,-40.9,-33.1,25,,,,,,,,,,,3.58,-2.31,0.85,77,-4,-232,706,-285,-176,,,,,,,,,,,,,,,,85.21265974,18.56853728,68.40913014,,,,,,,,,,,,,,,,14,,,,,,,,,,,-0.19,0.96,0.07,26,106,89,-309,457,184.0,153.0,23.2,137.0,,,,,,,,,,,,,,,,40,,,,,,,,,,,0.02,-4.58,-0.79,34,343,-194,-609,597.0,548.0,E
103,carlos,1323084236,40401,05/12/2011 11:23,no,16,1.03,7.41,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-19,3,23,1,605,-313,-132.0,17.1,-163.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-289,110,-123,-367,330,510,,,,,,,,,,,,,,,,12.77751367,-70.52436046,-84.91445734,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,0.0,-0.02,-234,46,-271,-562,295,-72.0,23.0,-63.4,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.03,190,206,-214,-7,657.0,463.0,A
2488,javier,1322673036,446673,30/11/2011 17:10,no,318,0.56,5.42,-88.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0.02,-16,6,42,53,632,-302,0.0,0.0,0.0,38,,,,,,,,,,,-0.02,0.0,-0.08,-283,154,-187,-416,454,358,,,,,,,,,,,,,,,,52.11046854,-49.37933965,-81.29217702,,,,,,,,,,,,,,,,30,,,,,,,,,,,0.37,0.19,-0.48,-139,146,-213,-522,329,58.0,52.4,-53.5,166.0,,,,,,,,,,,,,,,,32,,,,,,,,,,,-0.11,-0.08,-0.15,222,104,-194,133,557.0,654.0,A
17333,jose,1322837954,172539,02/12/2011 14:59,no,165,131.0,8.12,58.6,17,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.11,-0.05,-26,58,-153,34,614,-281,-67.3,-25.6,24.0,30,,,,,,,,,,,1.57,-0.98,0.71,144,-145,-212,679,-153,-214,,,,,,,,,,,,,,,,-75.59694104,54.04195003,-54.04195003,,,,,,,,,,,,,,,,1,,,,,,,,,,,-0.05,0.06,0.0,3,-4,-3,-342,519,-18.0,-72.4,-10.8,172.0,,,,,,,,,,,,,,,,60,,,,,,,,,,,0.32,-0.92,0.52,-445,-376,-42,-294,-523.0,-40.0,E
10854,javier,1322673103,378991,30/11/2011 17:11,no,463,1.23,4.77,-87.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.0,-0.03,-15,3,41,47,632,-304,0.0,0.0,0.0,34,,,,,,,,,,,1.65,-0.74,0.54,-259,194,-96,-347,425,452,,,,,,,,,,,,,,,,43.94214773,-56.79709482,-81.50760275,,,,,,,,,,,,,,,,29,,,,,,,,,,,0.24,0.14,-0.03,-153,121,-207,-549,248,88.0,146.0,33.0,158.0,,,,,,,,,,,,,,,,23,,,,,,,,,,,0.0,-1.93,-0.51,-87,35,-206,-678,400.0,668.0,C
13063,pedro,1323095046,404289,05/12/2011 14:24,no,112,121.0,25.2,-6.56,19,,,,,,,,,,,,,,,,,,,,,,,,,,-0.35,-0.03,-0.48,-37,69,-171,1,591,-364,90.7,2.58,5.62,36,,,,,,,,,,,-3.29,0.79,0.15,344,-27,70,711,103,160,,,,,,,,,,,,,,,,-6.438602175,15.07000364,140.6724322,,,,,,,,,,,,,,,,10,,,,,,,,,,,0.5,-0.19,-0.34,14,-6,92,521,-512,-48.0,160.0,57.8,171.0,,,,,,,,,,,,,,,,26,,,,,,,,,,,-0.58,2.2,0.85,-169,123,-144,-679,112.0,482.0,D
16568,carlos,1323084348,932422,05/12/2011 11:25,no,39,-5.18,2.61,-91.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26,-0.08,-0.59,-10,7,2,-2,607,-303,92.4,-30.5,34.1,15,,,,,,,,,,,3.31,-1.88,0.49,-10,150,0,653,65,315,,,,,,,,,,,,,,,,85.30025563,43.32790332,53.08755781,,,,,,,,,,,,,,,,17,,,,,,,,,,,-0.03,0.39,-0.13,68,122,82,-229,508,181.0,175.0,40.3,-161.0,,,,,,,,,,,,,,,,28,,,,,,,,,,,-0.59,-3.73,-1.51,-127,100,-219,-617,-27.0,440.0,E
10026,emilio,1322489678,278647,28/11/2011 14:14,no,272,1.49,1.15,-88.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,0.02,-0.05,-4,6,22,32,558,-434,85.1,-40.2,30.8,16,,,,,,,,,,,2.36,-0.67,0.75,84,87,-95,680,-22,243,,,,,,,,,,,,,,,,105.5990372,-35.5602583,-35.5602583,,,,,,,,,,,,,,,,1,,,,,,,,,,,-0.19,0.19,0.2,-2,5,-2,-481,170,284.0,173.0,16.5,-9.13,,,,,,,,,,,,,,,,27,,,,,,,,,,,0.06,-3.23,-0.18,177,69,179,466,-362.0,-58.0,C
13983,emilio,1322489703,542641,28/11/2011 14:15,no,292,-17.5,-1.86,-86.9,6,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,-0.18,-0.77,-8,3,58,-3,638,-294,112.0,-21.9,-26.1,32,,,,,,,,,,,3.79,-1.24,0.21,103,48,-297,643,-158,-292,,,,,,,,,,,,,,,,52.66002952,16.83261367,101.2450579,,,,,,,,,,,,,,,,10,,,,,,,,,,,-0.4,0.56,0.03,16,48,81,-265,318,375.0,179.0,16.3,-40.0,,,,,,,,,,,,,,,,21,,,,,,,,,,,-0.32,-4.11,-0.38,104,-59,168,416,-670.0,17.0,D
18110,javier,1322673149,242670,30/11/2011 17:12,no,504,-3.55,0.81,-86.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,-0.24,-0.52,-2,-12,20,39,624,-320,0.0,0.0,0.0,14,,,,,,,,,,,-0.03,0.02,0.0,-21,137,-20,399,186,519,,,,,,,,,,,,,,,,48.83204092,-53.21297484,-80.78862709,,,,,,,,,,,,,,,,29,,,,,,,,,,,0.24,-0.02,-0.36,-146,135,-208,-578,217,80.0,147.0,15.6,124.0,,,,,,,,,,,,,,,,28,,,,,,,,,,,-1.12,5.14,0.39,55,230,-135,-580,691.0,942.0,E
387,pedro,1323094979,252370,05/12/2011 14:22,no,55,125.0,25.7,-1.41,20,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,-0.05,-0.41,-40,69,-175,1,584,-384,145.0,-12.1,14.1,42,,,,,,,,,,,-2.31,0.59,-0.02,405,-29,33,735,63,43,,,,,,,,,,,,,,,,-37.65365718,14.10592256,116.6183088,,,,,,,,,,,,,,,,9,,,,,,,,,,,0.14,-0.1,0.23,13,-34,85,520,-530,-52.0,-111.0,58.7,-85.8,,,,,,,,,,,,,,,,27,,,,,,,,,,,0.27,-2.09,-0.9,-192,-43,-180,-563,-187.0,257.0,A
3988,emilio,1322489609,34748,28/11/2011 14:13,no,633,1.58,5.37,-87.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.0,0.03,-8,4,29,57,580,-413,83.6,45.0,96.0,30,,,,,,,,,,,-0.06,0.02,-0.03,-224,156,-120,-381,194,599,,,,,,,,,,,,,,,,14.24816788,-56.31058952,98.55808219,,,,,,,,,,,,,,,,39,,,,,,,,,,,0.02,0.0,-0.02,-203,54,317,-421,244,310.0,-145.0,-72.1,84.6,,,,,,,,,,,,,,,,36,,,,,,,,,,,-0.45,-0.27,0.25,-40,281,207,-424,927.0,-347.0,A
6206,emilio,1322489651,158660,28/11/2011 14:14,no,249,0.2,3.82,-88.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,-0.02,-0.05,-9,1,32,39,577,-424,137.0,-15.8,-86.0,42,,,,,,,,,,,-3.02,0.75,-0.08,38,26,-406,43,-160,-553,,,,,,,,,,,,,,,,23.06395946,25.68139174,122.2047318,,,,,,,,,,,,,,,,4,,,,,,,,,,,0.61,-0.74,-0.57,10,9,37,-319,264,373.0,173.0,15.7,-73.5,,,,,,,,,,,,,,,,21,,,,,,,,,,,-0.06,-3.87,-0.92,79,-75,169,252,-764.0,57.0,B
11937,roberto,1322832861,830093,02/12/2011 13:34,no,618,126.0,-42.5,166.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.11,-0.18,46,44,-161,166,602,-320,19.5,-0.25,-11.4,9,,,,,,,,,,,2.28,-1.27,1.53,-51,-6,76,428,261,434,,,,,,,,,,,,,,,,112.1659634,2.953945231,-44.80205538,,,,,,,,,,,,,,,,21,,,,,,,,,,,-0.37,0.82,0.36,6,183,-88,-247,521,168.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,40,,,,,,,,,,,1.27,0.34,0.72,11,396,-2,-86,761.0,666.0,C
10911,javier,1322673105,990630,30/11/2011 17:11,no,465,1.12,5.38,-87.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,0.0,0.02,-13,1,37,49,633,-310,0.0,0.0,0.0,20,,,,,,,,,,,0.71,-0.27,-0.13,73,101,-145,642,80,309,,,,,,,,,,,,,,,,55.95929358,-51.42855091,-76.16184411,,,,,,,,,,,,,,,,29,,,,,,,,,,,0.39,-0.21,-0.36,-139,150,-195,-519,322,64.0,133.0,10.7,121.0,,,,,,,,,,,,,,,,41,,,,,,,,,,,0.98,-4.05,0.38,166,335,-159,-476,749.0,748.0,C
7806,roberto,1322832857,852287,02/12/2011 13:34,no,537,126.0,-43.7,167.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.1,-0.13,48,41,-161,172,598,-305,-147.0,-78.6,148.0,39,,,,,,,,,,,1.08,-0.74,0.98,78,-148,-348,400,-96,-517,,,,,,,,,,,,,,,,58.37361868,-30.42057432,-89.27381405,,,,,,,,,,,,,,,,17,,,,,,,,,,,-0.03,0.45,0.07,-50,92,-130,-559,250,79.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,45,,,,,,,,,,,0.58,1.72,0.94,24,439,-3,-144,785.0,749.0,B
8791,jose,1322837858,180312,02/12/2011 14:57,no,768,115.0,17.6,-6.75,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.16,-0.23,-19,64,-159,5,606,-313,-27.9,-1.22,-32.8,10,,,,,,,,,,,-1.98,0.37,-0.41,-21,-97,10,566,61,397,,,,,,,,,,,,,,,,80.66063773,69.14159464,27.20976941,,,,,,,,,,,,,,,,19,,,,,,,,,,,-0.02,-0.27,-0.21,121,137,51,-15,632,-97.0,-53.6,-4.16,150.0,,,,,,,,,,,,,,,,48,,,,,,,,,,,0.55,-2.67,-0.13,-391,-267,-27,-259,-536.0,1.0,B
14126,carlos,1323084315,332291,05/12/2011 11:25,no,387,1.28,6.54,-93.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,-0.02,-0.03,-18,6,18,-9,602,-308,62.5,-28.0,39.7,9,,,,,,,,,,,-2.23,0.66,-0.74,18,60,-60,661,-103,343,,,,,,,,,,,,,,,,66.76168459,-4.128614519,90.14282523,,,,,,,,,,,,,,,,2,,,,,,,,,,,0.0,0.0,-0.11,-1,15,19,-544,294,4.0,153.0,54.4,146.0,,,,,,,,,,,,,,,,28,,,,,,,,,,,0.0,3.31,0.77,-89,198,-160,-688,389.0,604.0,D
15206,roberto,1322832902,876321,02/12/2011 13:35,no,607,125.0,-41.6,165.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.11,-0.21,49,44,-159,159,606,-287,-7.28,-9.79,-26.8,9,,,,,,,,,,,0.4,-0.48,0.62,-13,-67,48,468,106,499,,,,,,,,,,,,,,,,61.24482881,-27.88028347,-87.97408637,,,,,,,,,,,,,,,,17,,,,,,,,,,,0.14,0.06,-0.05,-45,94,-126,-525,312,68.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,35,,,,,,,,,,,1.01,0.66,0.56,108,322,-57,168,559.0,390.0,D
15443,jose,1322837912,248298,02/12/2011 14:58,no,739,118.0,16.6,-1.26,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.11,-0.18,-21,64,-161,20,601,-324,-31.9,-12.4,-30.9,9,,,,,,,,,,,-0.9,-0.18,0.92,37,-79,-7,625,99,297,,,,,,,,,,,,,,,,64.76418313,28.78688089,-84.09278625,,,,,,,,,,,,,,,,3,,,,,,,,,,,-0.06,0.1,-0.13,8,17,-21,-409,477,-48.0,41.2,32.6,-33.2,,,,,,,,,,,,,,,,16,,,,,,,,,,,0.53,-2.28,0.64,-98,121,15,-249,750.0,518.0,D
19047,pedro,1323095077,492328,05/12/2011 14:24,no,628,142.0,18.7,24.6,24,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,0.03,0.07,-65,80,-206,43,532,-452,116.0,25.0,66.2,22,,,,,,,,,,,4.53,-1.46,-1.0,-24,58,210,229,259,575,,,,,,,,,,,,,,,,-97.15523974,-10.41301865,58.75912711,,,,,,,,,,,,,,,,18,,,,,,,,,,,0.83,-0.9,0.75,-18,-143,96,274,-686,-28.0,154.0,-4.38,80.2,,,,,,,,,,,,,,,,37,,,,,,,,,,,1.11,0.34,0.59,25,318,-177,-82,725.0,602.0,E
11294,roberto,1322832865,228492,02/12/2011 13:34,no,543,126.0,-41.5,165.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.11,-0.16,47,45,-159,170,603,-313,32.8,53.6,-23.8,27,,,,,,,,,,,1.24,-1.54,0.79,-263,15,-13,-291,473,425,,,,,,,,,,,,,,,,52.15809235,-14.1486148,-102.6493242,,,,,,,,,,,,,,,,22,,,,,,,,,,,-0.43,0.13,0.08,-30,106,-182,-587,275,-16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,44,,,,,,,,,,,0.85,0.87,0.49,-12,427,-16,-125,775.0,636.0,C
10832,javier,1322673102,444939,30/11/2011 17:11,no,462,-0.09,3.82,-88.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.03,-14,0,47,40,631,-296,0.0,0.0,0.0,16,,,,,,,,,,,-2.91,0.9,-0.62,-74,120,-68,501,129,466,,,,,,,,,,,,,,,,57.39332794,-49.79769087,-76.24583449,,,,,,,,,,,,,,,,30,,,,,,,,,,,0.43,0.08,-0.46,-139,158,-201,-516,328,72.0,129.0,14.4,108.0,,,,,,,,,,,,,,,,29,,,,,,,,,,,-1.06,2.63,0.61,105,235,-111,-475,777.0,877.0,C
3652,javier,1322673058,842677,30/11/2011 17:10,no,422,0.89,4.26,-88.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,0.0,0.0,-13,0,36,44,629,-307,0.0,0.0,0.0,17,,,,,,,,,,,2.23,-1.0,0.69,94,76,-120,716,37,183,,,,,,,,,,,,,,,,66.65876209,-41.52163411,-74.03109004,,,,,,,,,,,,,,,,31,,,,,,,,,,,0.45,0.37,-0.36,-122,187,-204,-427,458,-42.0,66.0,60.5,106.0,,,,,,,,,,,,,,,,27,,,,,,,,,,,0.8,-2.75,0.03,-104,178,-168,-670,401.0,629.0,A
5935,pedro,1323095013,992327,05/12/2011 14:23,yes,84,121.0,25.4,-4.06,19,2.092345,-0.137772,,-1.648813,0.417859,,-4.1,21.0,2.1,-8.8,18.0,2.1,4.76,3.0,0.0,0.5,121.8,0.9,0.8,25.8,0.4,0.1,-5.3,1.2,1.42,-0.4,-0.02,-0.46,-40,70,-164,6,588,-356,113.0,13.2,-28.5,35,91.8361,116.7209,1.8429,3.3965,3.046,6.6623,44.3864,74.1137,52.7474,2782.2836,-3.92,1.88,0.74,315,-41,-120,632,-34,-344,-1.34874,-1.14421,-1.22207,0.38807,-0.53018,-0.10593,13.7,130.0,35.0,-4.9,-28.5,4.0,18.6,158.5,31.0,-15.9,30.1,122.8,0.1835,0.8037,,-0.1135,-0.8607,,65.1,150.8,0.2,-30.0,21.9,0.2,95.14,128.91,0.0,10,2.7774,-36.2428,37.0019,1369.1392,16.6933,21.3509,455.8617,104.1269,27.8975,778.2686,0.9,0.55,-1.23,28,-15,89,518,-541,-70.0,148.0,62.9,170.0,-0.5568,0.5635,,0.2602,1.4717,,65.2,177.0,-0.6,27.3,-177.0,-0.6,37.9,354.0,0.0,16,79.44408,-22.48837,161.17565,25977.58915,46.22558,9.84635,96.95052,-68.05116,113.73912,12936.5878,-0.67,4.08,1.92,-9,125,-91,-635,126.0,808.0,B
7397,roberto,1322832836,468290,02/12/2011 13:33,no,520,126.0,-43.3,165.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.11,-0.15,51,42,-160,167,604,-305,-5.01,-38.4,-3.77,32,,,,,,,,,,,2.84,-1.48,1.31,91,-134,-274,645,-97,-333,,,,,,,,,,,,,,,,118.7321294,-4.882835157,-38.00296757,,,,,,,,,,,,,,,,21,,,,,,,,,,,0.72,-0.67,-0.56,-10,190,-76,-354,467,145.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,31,,,,,,,,,,,1.4,-1.27,0.08,-307,8,8,-312,-449.0,222.0,B
10109,emilio,1322489681,730727,28/11/2011 14:14,no,275,0.78,2.34,-88.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.02,-5,3,22,35,573,-438,104.0,-39.4,-7.08,33,,,,,,,,,,,0.63,-0.27,0.69,159,56,-278,725,-76,-105,,,,,,,,,,,,,,,,77.05444936,-40.93519194,-63.97841737,,,,,,,,,,,,,,,,1,,,,,,,,,,,0.22,-0.08,-0.13,-4,7,-6,-493,165,265.0,174.0,14.4,-25.2,,,,,,,,,,,,,,,,26,,,,,,,,,,,-0.05,-1.49,0.3,164,-102,164,495,-618.0,28.0,C
15584,jose,1322837916,764342,02/12/2011 14:58,no,755,118.0,16.2,-1.57,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.11,-0.2,-21,62,-161,24,602,-328,-42.6,23.2,-71.8,24,,,,,,,,,,,-2.09,-0.08,0.49,-220,-71,54,17,170,656,,,,,,,,,,,,,,,,109.225388,41.53224862,-22.37798097,,,,,,,,,,,,,,,,5,,,,,,,,,,,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49.0,8.69,53.4,-68.0,,,,,,,,,,,,,,,,38,,,,,,,,,,,-0.05,0.24,0.03,-323,186,57,-590,670.0,666.0,D
18269,javier,1322673155,850635,30/11/2011 17:12,no,510,-4.69,-0.93,-84.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.02,0.08,-5,0,37,38,635,-294,0.0,0.0,0.0,44,,,,,,,,,,,-4.06,1.99,-1.26,-329,275,33,-83,387,527,,,,,,,,,,,,,,,,87.76863444,-39.98340067,-53.13097429,,,,,,,,,,,,,,,,33,,,,,,,,,,,0.79,0.29,-0.59,-126,249,-164,-284,516,126.0,157.0,-13.1,56.1,,,,,,,,,,,,,,,,39,,,,,,,,,,,-0.26,0.61,0.16,191,324,-67,58,624.0,715.0,E
7157,javier,1322673083,786624,30/11/2011 17:11,no,446,1.07,4.61,-88.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.03,0.03,-14,3,32,42,623,-312,0.0,0.0,0.0,34,,,,,,,,,,,0.71,-0.67,0.03,-205,247,-78,-393,450,366,,,,,,,,,,,,,,,,61.07036787,-46.50905725,-75.53864059,,,,,,,,,,,,,,,,32,,,,,,,,,,,0.18,0.02,-0.36,-140,179,-214,-514,328,92.0,152.0,-4.41,86.8,,,,,,,,,,,,,,,,43,,,,,,,,,,,0.63,-2.71,-0.75,168,372,-110,-146,754.0,835.0,B
17392,jose,1322837956,876298,02/12/2011 14:59,no,167,134.0,8.6,55.1,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.14,0.13,-24,56,-165,35,596,-330,-70.0,-21.6,14.3,26,,,,,,,,,,,2.42,-1.2,1.05,116,-141,-184,704,-128,-136,,,,,,,,,,,,,,,,-92.90500554,-61.47535397,-16.09037358,,,,,,,,,,,,,,,,3,,,,,,,,,,,0.16,0.05,-0.49,-18,-25,-5,-380,492,-23.0,-74.5,-7.28,171.0,,,,,,,,,,,,,,,,55,,,,,,,,,,,-0.27,1.41,0.21,-435,-309,-32,-348,-467.0,-8.0,E
7551,roberto,1322832845,236333,02/12/2011 13:34,no,527,127.0,-43.3,163.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.11,-0.2,47,43,-161,167,602,-303,-135.0,-77.5,135.0,43,,,,,,,,,,,0.14,-0.67,0.77,62,-187,-374,264,-151,-550,,,,,,,,,,,,,,,,104.9761023,-10.92497352,-50.71528123,,,,,,,,,,,,,,,,21,,,,,,,,,,,-0.35,1.04,-0.02,-22,175,-98,-346,480,145.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,44,,,,,,,,,,,1.27,0.03,0.28,-23,429,-19,-139,780.0,629.0,B
12753,carlos,1323084308,296292,05/12/2011 11:25,no,850,1.42,7.92,-93.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.0,0.02,-19,4,23,4,604,-304,70.9,7.19,64.0,24,,,,,,,,,,,-2.36,1.03,-0.11,-182,149,-31,160,281,564,,,,,,,,,,,,,,,,-73.8513005,-31.09834179,73.8513005,,,,,,,,,,,,,,,,2,,,,,,,,,,,0.0,0.16,0.02,-5,-11,11,-574,245,25.0,-161.0,50.2,-140.0,,,,,,,,,,,,,,,,24,,,,,,,,,,,-0.5,0.29,-0.48,-55,-138,-182,-535,-171.0,404.0,C
8031,jose,1322837852,96317,02/12/2011 14:57,no,689,115.0,18.0,-5.48,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.13,-0.21,-27,66,-156,16,607,-310,-36.0,-24.3,-18.9,14,,,,,,,,,,,-1.09,-0.13,0.69,88,-85,-51,692,32,178,,,,,,,,,,,,,,,,32.10859547,-6.316142761,124.3116414,,,,,,,,,,,,,,,,3,,,,,,,,,,,-0.11,0.21,0.07,-2,10,30,-492,377,-154.0,3.58,30.7,-94.3,,,,,,,,,,,,,,,,29,,,,,,,,,,,-0.48,1.88,0.44,-258,93,74,-605,673.0,755.0,B
10735,javier,1322673097,758685,30/11/2011 17:11,no,458,0.43,5.7,-88.1,6,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,0.0,-23,2,50,50,641,-303,0.0,0.0,0.0,38,,,,,,,,,,,1.75,-0.96,0.33,-287,217,-89,-292,445,429,,,,,,,,,,,,,,,,55.91598346,-57.1240014,-71.139532,,,,,,,,,,,,,,,,30,,,,,,,,,,,0.11,0.11,0.07,-159,156,-192,-538,282,93.0,157.0,26.0,157.0,,,,,,,,,,,,,,,,25,,,,,,,,,,,-0.19,1.08,0.25,-135,85,-186,-679,409.0,665.0,C
13591,jose,1322837931,100296,02/12/2011 14:58,no,142,119.0,17.8,-0.86,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.13,-0.18,-21,63,-163,11,598,-335,-39.5,-11.3,-50.9,11,,,,,,,,,,,-1.2,-0.14,0.9,-30,-58,90,423,137,502,,,,,,,,,,,,,,,,99.12929239,51.18556552,-24.74144455,,,,,,,,,,,,,,,,5,,,,,,,,,,,-0.1,0.42,0.18,24,41,-12,-288,559,-70.0,69.0,69.3,16.0,,,,,,,,,,,,,,,,35,,,,,,,,,,,-0.05,-0.88,-0.36,-323,120,34,-609,596.0,554.0,D
4132,roberto,1322832797,836417,02/12/2011 13:33,no,645,121.0,-43.2,171.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.11,-0.15,48,44,-157,162,613,-298,-74.0,54.3,-45.4,24,,,,,,,,,,,-1.64,-0.16,0.62,-210,-46,103,-77,153,664,,,,,,,,,,,,,,,,52.03727318,-29.07003205,-95.95327859,,,,,,,,,,,,,,,,17,,,,,,,,,,,0.14,-0.11,-0.03,-49,85,-140,-557,286,15.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,39,,,,,,,,,,,0.98,0.98,0.49,-379,72,6,-519,-225.0,296.0,A
